年份,縣市,鄉鎮市區,里別,實體街區真實消費產值(百萬元),台電低壓營業用電量指數,電信人潮與停留時長指數,店面空置與業態降級率(%),地表真實街景狀態
2000,花蓮縣,花蓮市,民生里,240.0,87.5,35.0,6.0,花蓮市區一般住商混合區
2000,花蓮縣,花蓮市,民立里,137.5,87.5,35.0,6.0,花蓮市區一般住商混合區
2000,花蓮縣,花蓮市,民運里,137.5,87.5,35.0,6.0,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,主信里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,主力里,850.0,119.2,110.0,3.1,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2001,花蓮縣,花蓮市,主勤里,392.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,主和里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,主商里,850.0,119.2,110.0,3.1,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2001,花蓮縣,花蓮市,主學里,392.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,主安里,392.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,主工里,850.0,119.2,110.0,3.1,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2001,花蓮縣,花蓮市,主權里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,主睦里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,主義里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,主計里,392.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,主農里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國光里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國威里,850.0,119.2,110.0,3.1,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2001,花蓮縣,花蓮市,國安里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國富里,271.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國強里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國慶里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國治里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國盛里,271.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國福里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國聯里,271.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國興里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國華里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國裕里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國防里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國風里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,國魂里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民主里,252.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民享里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民勤里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民孝里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民德里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民心里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民意里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民政里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民族里,168.0,45.0,20.0,15.0,尚未啟用（原舊鐵路花蓮工務段/空地，夜市活動在南濱與自強）
2001,花蓮縣,花蓮市,民有里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民樂里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民權里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民治里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民生里,252.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民立里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2001,花蓮縣,花蓮市,民運里,141.0,89.0,36.0,6.2,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,主信里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,主力里,878.0,122.4,115.0,3.2,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2002,花蓮縣,花蓮市,主勤里,404.0,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,主和里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,主商里,878.0,122.4,115.0,3.2,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2002,花蓮縣,花蓮市,主學里,404.0,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,主安里,404.0,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,主工里,878.0,122.4,115.0,3.2,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2002,花蓮縣,花蓮市,主權里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,主睦里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,主義里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,主計里,404.0,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,主農里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國光里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國威里,878.0,122.4,115.0,3.2,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2002,花蓮縣,花蓮市,國安里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國富里,274.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國強里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國慶里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國治里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國盛里,274.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國福里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國聯里,274.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國興里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國華里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國裕里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國防里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國風里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,國魂里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民主里,264.0,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民享里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民勤里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民孝里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民德里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民心里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民意里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民政里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民族里,176.0,45.0,20.0,15.0,尚未啟用（原舊鐵路花蓮工務段/空地，夜市活動在南濱與自強）
2002,花蓮縣,花蓮市,民有里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民樂里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民權里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民治里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民生里,264.0,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民立里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2002,花蓮縣,花蓮市,民運里,144.5,90.5,37.0,6.4,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,主信里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,主力里,906.0,125.6,120.0,3.3,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2003,花蓮縣,花蓮市,主勤里,416.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,主和里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,主商里,906.0,125.6,120.0,3.3,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2003,花蓮縣,花蓮市,主學里,416.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,主安里,416.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,主工里,906.0,125.6,120.0,3.3,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2003,花蓮縣,花蓮市,主權里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,主睦里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,主義里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,主計里,416.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,主農里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國光里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國威里,906.0,125.6,120.0,3.3,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2003,花蓮縣,花蓮市,國安里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國富里,278.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國強里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國慶里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國治里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國盛里,278.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國福里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國聯里,278.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國興里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國華里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國裕里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國防里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國風里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,國魂里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民主里,276.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民享里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民勤里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民孝里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民德里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民心里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民意里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民政里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民族里,184.0,45.0,20.0,15.0,尚未啟用（原舊鐵路花蓮工務段/空地，夜市活動在南濱與自強）
2003,花蓮縣,花蓮市,民有里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民樂里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民權里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民治里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民生里,276.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民立里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2003,花蓮縣,花蓮市,民運里,148.0,92.0,38.0,6.6,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,主信里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,主力里,934.0,128.8,125.0,3.4,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2004,花蓮縣,花蓮市,主勤里,428.0,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,主和里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,主商里,934.0,128.8,125.0,3.4,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2004,花蓮縣,花蓮市,主學里,428.0,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,主安里,428.0,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,主工里,934.0,128.8,125.0,3.4,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2004,花蓮縣,花蓮市,主權里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,主睦里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,主義里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,主計里,428.0,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,主農里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國光里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國威里,934.0,128.8,125.0,3.4,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2004,花蓮縣,花蓮市,國安里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國富里,281.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國強里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國慶里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國治里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國盛里,281.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國福里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國聯里,281.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國興里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國華里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國裕里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國防里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國風里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,國魂里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民主里,288.0,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民享里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民勤里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民孝里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民德里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民心里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民意里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民政里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民族里,192.0,45.0,20.0,15.0,尚未啟用（原舊鐵路花蓮工務段/空地，夜市活動在南濱與自強）
2004,花蓮縣,花蓮市,民有里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民樂里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民權里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民治里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民生里,288.0,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民立里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2004,花蓮縣,花蓮市,民運里,151.5,93.5,39.0,6.8,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,主信里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,主力里,962.0,132.0,130.0,3.5,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2005,花蓮縣,花蓮市,主勤里,440.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,主和里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,主商里,962.0,132.0,130.0,3.5,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2005,花蓮縣,花蓮市,主學里,440.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,主安里,440.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,主工里,962.0,132.0,130.0,3.5,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2005,花蓮縣,花蓮市,主權里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,主睦里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,主義里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,主計里,440.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,主農里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國光里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國威里,962.0,132.0,130.0,3.5,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2005,花蓮縣,花蓮市,國安里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國富里,285.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國強里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國慶里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國治里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國盛里,285.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國福里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國聯里,285.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國興里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國華里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國裕里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國防里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國風里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,國魂里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民主里,300.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民享里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民勤里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民孝里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民德里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民心里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民意里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民政里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民族里,200.0,45.0,20.0,15.0,尚未啟用（原舊鐵路花蓮工務段/空地，夜市活動在南濱與自強）
2005,花蓮縣,花蓮市,民有里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民樂里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民權里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民治里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民生里,300.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民立里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2005,花蓮縣,花蓮市,民運里,155.0,95.0,40.0,7.0,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,主信里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,主力里,990.0,135.2,135.0,3.6,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2006,花蓮縣,花蓮市,主勤里,452.0,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,主和里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,主商里,990.0,135.2,135.0,3.6,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2006,花蓮縣,花蓮市,主學里,452.0,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,主安里,452.0,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,主工里,990.0,135.2,135.0,3.6,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2006,花蓮縣,花蓮市,主權里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,主睦里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,主義里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,主計里,452.0,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,主農里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國光里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國威里,990.0,135.2,135.0,3.6,三中商圈黃金期，大禹街服飾與名牌聚集，夜間燈火通明
2006,花蓮縣,花蓮市,國安里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國富里,288.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國強里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國慶里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國治里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國盛里,288.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國福里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國聯里,288.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國興里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國華里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國裕里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國防里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國風里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,國魂里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民主里,312.0,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民享里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民勤里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民孝里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民德里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民心里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民意里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
2006,花蓮縣,花蓮市,民政里,158.5,96.5,41.0,7.2,花蓮市區一般住商混合區
