年份,縣市,鄉鎮市區,里別,實體獨立門牌數,實體街區真實消費產值(百萬元),台電低壓營業用電量指數,電信人潮與停留時長指數,店面空置與業態降級率(%),地表真實街景狀態,存續營利事業累積家數,該年新設家數,開立發票店家數,登記資本總額(元),登記資本總額(萬元),平均資本額(元),申報體系推估銷售額(千元)
2003,花蓮縣,花蓮市,主力里,99,894.6,126.4,129.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,99,6,62,255247000,25524.7,2578252,1171619.8
2003,花蓮縣,花蓮市,主勤里,44,63.0,88.3,40.8,5.8,主勤里常民生活與社區商業,45,2,24,70910000,7091.0,1575777,476672.8
2003,花蓮縣,花蓮市,主和里,53,70.3,89.0,41.7,5.4,主和里常民生活與社區商業,55,4,25,122679000,12267.9,2230527,531314.3
2003,花蓮縣,花蓮市,主商里,46,439.3,126.4,129.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,47,2,27,1043104000,104310.4,22193702,599548.3
2003,花蓮縣,花蓮市,主學里,44,58.7,88.3,40.8,8.2,主學里常民生活與社區商業,44,0,21,127881000,12788.1,2906386,439930.5
2003,花蓮縣,花蓮市,主安里,39,56.8,87.8,40.3,7.0,主安里常民生活與社區商業,44,3,22,146890000,14689.0,3338409,453951.2
2003,花蓮縣,花蓮市,主工里,37,361.5,126.4,129.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,39,4,21,163063000,16306.3,4181102,423745.0
2003,花蓮縣,花蓮市,主權里,96,145.4,92.6,46.0,7.8,主權里常民生活與社區商業,98,7,58,211852000,21185.2,2161755,1114348.2
2003,花蓮縣,花蓮市,主睦里,42,54.5,88.1,40.6,5.8,主睦里常民生活與社區商業,44,1,19,124090000,12409.0,2820227,414627.2
2003,花蓮縣,花蓮市,主義里,14,20.0,85.8,37.8,5.0,主義里常民生活與社區商業,15,0,5,5310000,531.0,354000,119924.8
2003,花蓮縣,花蓮市,主計里,23,25.0,86.5,38.7,5.4,主計里常民生活與社區商業,25,3,7,132185000,13218.5,5287400,193074.8
2003,花蓮縣,花蓮市,主農里,53,70.3,89.0,41.7,5.8,主農里常民生活與社區商業,53,2,25,95182000,9518.2,1795886,521514.6
2003,花蓮縣,花蓮市,國光里,41,51.0,88.0,40.5,5.4,國光里常民生活與社區商業,41,3,17,37470000,3747.0,913902,371297.6
2003,花蓮縣,花蓮市,國威里,65,559.9,126.4,129.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,68,3,34,446837000,44683.7,6571132,719147.0
2003,花蓮縣,花蓮市,國安里,37,51.3,87.7,40.1,5.8,國安里常民生活與社區商業,39,4,19,63803000,6380.3,1635974,390804.2
2003,花蓮縣,花蓮市,國富里,122,171.0,94.8,48.6,6.2,國富里常民生活與社區商業,125,9,64,196731900,19673.2,1573855,1290738.6
2003,花蓮縣,花蓮市,國強里,22,40.0,86.4,38.6,5.8,國強里常民生活與社區商業,24,0,18,78865000,7886.5,3286041,322509.2
2003,花蓮縣,花蓮市,國慶里,34,56.4,87.4,39.8,5.4,國慶里常民生活與社區商業,35,5,24,2498929745,249893.0,71397992,632914.4
2003,花蓮縣,花蓮市,國治里,43,55.2,88.2,40.7,6.6,國治里常民生活與社區商業,43,9,19,64126400,6412.6,1491311,406030.1
2003,花蓮縣,花蓮市,國盛里,56,87.9,89.3,42.0,9.4,國盛里常民生活與社區商業,65,5,36,147982000,14798.2,2276646,708838.6
2003,花蓮縣,花蓮市,國福里,11,20.0,85.5,37.5,5.4,國福里常民生活與社區商業,11,1,6,11749000,1174.9,1068090,117739.9
2003,花蓮縣,花蓮市,國聯里,115,196.3,94.2,47.9,8.6,國聯里常民生活與社區商業,138,7,85,1570033840,157003.4,11377056,1712502.7
2003,花蓮縣,花蓮市,國興里,40,50.4,87.9,40.4,5.8,國興里常民生活與社區商業,40,7,17,185948000,18594.8,4648700,379375.8
2003,花蓮縣,花蓮市,國華里,32,46.6,87.3,39.6,5.4,國華里常民生活與社區商業,33,0,18,43283000,4328.3,1311606,353862.6
2003,花蓮縣,花蓮市,國裕里,87,142.4,91.8,45.1,6.6,國裕里常民生活與社區商業,101,6,60,1018712410,101871.2,10086261,1215297.0
2003,花蓮縣,花蓮市,國防里,15,25.5,85.8,37.9,5.0,國防里常民生活與社區商業,17,1,11,20112000,2011.2,1183058,203709.0
2003,花蓮縣,花蓮市,國風里,64,98.8,89.9,42.8,6.2,國風里常民生活與社區商業,67,3,40,161276000,16127.6,2407104,767502.1
2003,花蓮縣,花蓮市,國魂里,44,70.1,88.3,40.8,6.2,國魂里常民生活與社區商業,46,8,29,810888300,81088.8,17628006,602171.1
2003,花蓮縣,花蓮市,民主里,29,108.0,92.0,49.6,5.0,民主里常民生活與社區商業,31,1,2,106641000,10664.1,3440032,151331.3
2003,花蓮縣,花蓮市,民享里,30,45.3,87.1,39.4,6.6,民享里常民生活與社區商業,30,1,18,129235000,12923.5,4307833,349338.8
2003,花蓮縣,花蓮市,民勤里,37,57.0,87.7,40.1,5.8,民勤里常民生活與社區商業,40,6,23,141303400,14130.3,3532585,450804.3
2003,花蓮縣,花蓮市,民孝里,42,68.8,88.1,40.6,5.4,民孝里常民生活與社區商業,68,3,29,291676000,29167.6,4289352,644234.1
2003,花蓮縣,花蓮市,民德里,22,30.1,86.4,38.6,5.8,民德里常民生活與社區商業,22,0,11,26392000,2639.2,1199636,223211.4
2003,花蓮縣,花蓮市,民心里,104,219.1,93.3,46.8,5.4,民心里常民生活與社區商業,113,4,106,2087487500,208748.8,18473340,1921399.0
2003,花蓮縣,花蓮市,民意里,19,28.1,86.2,38.3,5.0,民意里常民生活與社區商業,19,1,11,247079000,24707.9,13004157,229466.3
2003,花蓮縣,花蓮市,民政里,40,60.4,87.9,40.4,5.0,民政里常民生活與社區商業,42,2,24,157890848,15789.1,3759305,472231.3
2003,花蓮縣,花蓮市,民族里,43,51.0,48.0,21.4,12.0,尚未開放（原舊鐵路工務段/空地，夜市在南濱與自強）,46,2,16,299302000,29930.2,6506565,398744.2
2003,花蓮縣,花蓮市,民有里,5,20.0,85.0,36.9,5.0,民有里常民生活與社區商業,5,0,1,159000,15.9,31800,31512.7
2003,花蓮縣,花蓮市,民樂里,4,20.0,84.9,36.8,5.0,民樂里常民生活與社區商業,4,0,1,20133000,2013.3,5033250,29310.6
2003,花蓮縣,花蓮市,民權里,7,20.0,85.2,37.1,5.0,民權里常民生活與社區商業,7,0,3,2211000,221.1,315857,64276.9
2003,花蓮縣,花蓮市,民治里,0,20.0,84.6,36.4,5.0,民治里常民生活與社區商業,0,0,0,0,0.0,0,0.0
2003,花蓮縣,花蓮市,民生里,107,308.9,92.0,49.6,5.0,民生里常民生活與社區商業,113,9,36,91656000,9165.6,811115,886732.5
2003,花蓮縣,花蓮市,民立里,22,40.0,86.4,38.6,5.4,民立里常民生活與社區商業,24,0,18,106268000,10626.8,4427833,324701.4
2003,花蓮縣,花蓮市,民運里,64,81.7,89.9,42.8,6.2,民運里常民生活與社區商業,67,4,28,331165000,33116.5,4942761,631093.2
2004,花蓮縣,花蓮市,主信里,36,46.3,88.8,40.8,5.5,主信里常民生活與社區商業,37,0,15,90473000,9047.3,2445216,335337.8
2004,花蓮縣,花蓮市,主力里,104,970.3,129.6,133.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,104,5,65,255676000,25567.6,2458423,1228154.1
2004,花蓮縣,花蓮市,主勤里,45,67.0,89.5,41.7,5.9,主勤里常民生活與社區商業,46,1,25,71210000,7121.0,1548043,492996.8
2004,花蓮縣,花蓮市,主和里,54,74.5,90.3,42.6,5.5,主和里常民生活與社區商業,56,1,26,122979000,12297.9,2196053,547638.3
2004,花蓮縣,花蓮市,主商里,48,489.0,129.6,133.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,49,2,28,1044304000,104430.4,21312326,619744.3
2004,花蓮縣,花蓮市,主學里,47,66.9,89.7,41.9,8.3,主學里常民生活與社區商業,47,3,24,134881000,13488.1,2869808,489390.5
2004,花蓮縣,花蓮市,主安里,43,64.2,89.4,41.5,7.1,主安里常民生活與社區商業,48,4,24,246953000,24695.3,5144854,502156.2
2004,花蓮縣,花蓮市,主工里,37,396.5,129.6,133.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,39,0,21,163063000,16306.3,4181102,423745.0
2004,花蓮縣,花蓮市,主權里,100,155.4,94.1,47.2,7.9,主權里常民生活與社區商業,104,6,60,272009000,27200.9,2615471,1166960.7
2004,花蓮縣,花蓮市,主睦里,44,57.5,89.5,41.6,5.9,主睦里常民生活與社區商業,46,2,19,124245000,12424.5,2700978,422239.6
2004,花蓮縣,花蓮市,主義里,14,20.0,87.0,38.6,5.1,主義里常民生活與社區商業,15,0,5,5310000,531.0,354000,119924.8
2004,花蓮縣,花蓮市,主計里,24,26.4,87.8,39.6,5.5,主計里常民生活與社區商業,26,1,7,132385000,13238.5,5091730,196890.8
2004,花蓮縣,花蓮市,主農里,55,73.7,90.4,42.7,5.9,主農里常民生活與社區商業,55,2,25,95448000,9544.8,1735418,529135.8
2004,花蓮縣,花蓮市,國光里,42,54.7,89.3,41.4,5.5,國光里常民生活與社區商業,42,1,18,37670000,3767.0,896904,387613.6
2004,花蓮縣,花蓮市,國威里,68,613.2,129.6,133.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,71,3,35,446870000,44687.0,6293943,743049.6
2004,花蓮縣,花蓮市,國安里,41,61.4,89.2,41.3,5.9,國安里常民生活與社區商業,44,5,23,130306000,13030.6,2961500,465124.5
2004,花蓮縣,花蓮市,國富里,134,187.1,97.0,50.6,6.3,國富里常民生活與社區商業,137,12,66,197879900,19788.0,1444378,1361430.4
2004,花蓮縣,花蓮市,國強里,24,44.1,87.8,39.6,5.9,國強里常民生活與社區商業,26,2,19,79415000,7941.5,3054423,342653.2
2004,花蓮縣,花蓮市,國慶里,34,58.1,88.6,40.6,5.5,國慶里常民生活與社區商業,35,0,24,2498929745,249893.0,71397992,632914.4
2004,花蓮縣,花蓮市,國治里,46,61.8,89.6,41.8,6.7,國治里常民生活與社區商業,46,3,21,64236400,6423.6,1396443,442438.9
2004,花蓮縣,花蓮市,國盛里,63,101.2,91.0,43.5,9.5,國盛里常民生活與社區商業,72,7,40,149917000,14991.7,2082180,785593.4
2004,花蓮縣,花蓮市,國福里,12,20.0,86.8,38.4,5.5,國福里常民生活與社區商業,13,2,7,12754000,1275.4,981076,137920.3
2004,花蓮縣,花蓮市,國聯里,123,216.5,96.0,49.5,8.7,國聯里常民生活與社區商業,147,9,91,1597551840,159755.2,10867699,1823904.1
2004,花蓮縣,花蓮市,國興里,45,56.7,89.5,41.7,5.9,國興里常民生活與社區商業,45,5,18,186221000,18622.1,4138244,410897.7
2004,花蓮縣,花蓮市,國華里,33,48.7,88.5,40.5,5.5,國華里常民生活與社區商業,34,1,18,43286000,4328.6,1273117,357662.9
2004,花蓮縣,花蓮市,國裕里,94,157.3,93.6,46.6,6.7,國裕里常民生活與社區商業,108,7,64,1020625410,102062.5,9450235,1292050.0
2004,花蓮縣,花蓮市,國防里,15,26.3,87.0,38.7,5.1,國防里常民生活與社區商業,17,0,11,20112000,2011.2,1183058,203709.0
2004,花蓮縣,花蓮市,國風里,67,105.3,91.4,43.9,6.3,國風里常民生活與社區商業,70,3,41,162336000,16233.6,2319085,791486.9
2004,花蓮縣,花蓮市,國魂里,49,78.5,89.9,42.1,6.3,國魂里常民生活與社區商業,51,5,31,822261300,82226.1,16122770,647080.9
2004,花蓮縣,花蓮市,民主里,31,118.7,93.5,50.8,5.0,民主里常民生活與社區商業,34,3,2,106699000,10669.9,3138205,162735.9
2004,花蓮縣,花蓮市,民享里,32,49.4,88.5,40.4,6.7,民享里常民生活與社區商業,32,2,19,154238000,15423.8,4819937,371439.0
2004,花蓮縣,花蓮市,民勤里,42,63.5,89.3,41.4,5.9,民勤里常民生活與社區商業,45,5,24,146379400,14637.9,3252875,482710.4
2004,花蓮縣,花蓮市,民孝里,43,73.0,89.4,41.5,5.5,民孝里常民生活與社區商業,75,7,30,292326000,29232.6,3897680,683386.1
2004,花蓮縣,花蓮市,民德里,22,31.0,87.6,39.4,5.9,民德里常民生活與社區商業,22,0,11,26392000,2639.2,1199636,223211.4
2004,花蓮縣,花蓮市,民心里,109,236.4,94.9,48.1,5.5,民心里常民生活與社區商業,118,5,111,2152977500,215297.8,18245572,2008138.2
2004,花蓮縣,花蓮市,民意里,22,32.4,87.6,39.4,5.1,民意里常民生活與社區商業,22,3,12,247287000,24728.7,11240318,253383.0
2004,花蓮縣,花蓮市,民政里,43,65.7,89.4,41.5,5.1,民政里常民生活與社區商業,45,3,25,158136848,15813.7,3514152,496150.9
2004,花蓮縣,花蓮市,民族里,43,53.0,49.0,22.2,12.0,尚未開放（原舊鐵路工務段/空地，夜市在南濱與自強）,46,0,16,299302000,29930.2,6506565,398744.2
2004,花蓮縣,花蓮市,民有里,5,20.0,86.2,37.7,5.1,民有里常民生活與社區商業,5,0,1,159000,15.9,31800,31512.7
2004,花蓮縣,花蓮市,民樂里,4,20.0,86.1,37.6,5.1,民樂里常民生活與社區商業,4,0,1,20133000,2013.3,5033250,29310.6
2004,花蓮縣,花蓮市,民權里,7,20.0,86.4,37.9,5.1,民權里常民生活與社區商業,7,0,3,2211000,221.1,315857,64276.9
2004,花蓮縣,花蓮市,民治里,0,20.0,85.8,37.2,5.1,民治里常民生活與社區商業,0,0,0,0,0.0,0,0.0
2004,花蓮縣,花蓮市,民生里,113,336.4,93.5,50.8,5.0,民生里常民生活與社區商業,120,7,40,92972000,9297.2,774766,963437.8
2004,花蓮縣,花蓮市,民立里,23,43.4,87.7,39.5,5.5,民立里常民生活與社區商業,25,1,19,106268000,10626.8,4250720,341001.4
2004,花蓮縣,花蓮市,民運里,67,86.2,91.4,43.9,6.3,民運里常民生活與社區商業,70,3,28,331468000,33146.8,4735257,642517.4
2005,花蓮縣,花蓮市,主信里,38,50.5,90.2,41.8,5.6,主信里常民生活與社區商業,39,2,16,91033000,9103.3,2334179,355482.6
2005,花蓮縣,花蓮市,主力里,107,1038.9,132.8,138.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,108,4,68,261171000,26117.1,2418250,1281293.7
2005,花蓮縣,花蓮市,主勤里,47,71.9,90.9,42.7,6.0,主勤里常民生活與社區商業,48,2,26,71455000,7145.5,1488645,513116.4
2005,花蓮縣,花蓮市,主和里,59,86.2,91.9,43.9,5.6,主和里常民生活與社區商業,62,6,30,128749000,12874.9,2076596,620899.9
2005,花蓮縣,花蓮市,主商里,49,527.5,132.8,138.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,50,1,28,1044504000,104450.4,20890080,623560.3
2005,花蓮縣,花蓮市,主學里,48,71.1,91.0,42.8,8.4,主學里常民生活與社區商業,48,1,25,135371000,13537.1,2820229,505729.7
2005,花蓮縣,花蓮市,主安里,47,73.4,90.9,42.7,7.2,主安里常民生活與社區商業,52,4,27,248161000,24816.1,4772326,554952.9
2005,花蓮縣,花蓮市,主工里,38,442.7,132.8,138.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,40,1,22,163543000,16354.3,4088575,440083.4
2005,花蓮縣,花蓮市,主權里,104,164.3,95.7,48.4,8.0,主權里常民生活與社區商業,108,4,61,272018000,27201.8,2518685,1194661.4
2005,花蓮縣,花蓮市,主睦里,46,63.6,90.8,42.6,6.0,主睦里常民生活與社區商業,49,3,21,124248000,12424.8,2535673,458639.8
2005,花蓮縣,花蓮市,主義里,14,20.0,88.2,39.4,5.2,主義里常民生活與社區商業,15,0,5,5310000,531.0,354000,119924.8
2005,花蓮縣,花蓮市,主計里,28,36.0,89.3,40.8,5.6,主計里常民生活與社區商業,31,5,11,150398000,15039.8,4851548,267331.8
2005,花蓮縣,花蓮市,主農里,60,85.4,92.0,44.0,6.0,主農里常民生活與社區商業,60,5,29,129698000,12969.8,2161633,600875.8
2005,花蓮縣,花蓮市,國光里,44,60.7,90.7,42.4,5.6,國光里常民生活與社區商業,44,2,20,43670000,4367.0,992500,420693.6
2005,花蓮縣,花蓮市,國威里,70,662.9,132.8,138.0,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,74,3,36,466905000,46690.5,6309527,768552.4
2005,花蓮縣,花蓮市,國安里,42,68.4,90.5,42.2,6.0,國安里常民生活與社區商業,47,3,26,185306000,18530.6,3942680,518424.5
2005,花蓮縣,花蓮市,國富里,138,200.0,98.5,51.8,6.4,國富里常民生活與社區商業,143,6,69,208385900,20838.6,1457244,1422570.9
2005,花蓮縣,花蓮市,國強里,25,47.6,89.1,40.5,6.0,國強里常民生活與社區商業,27,1,20,84415000,8441.5,3126481,359353.2
2005,花蓮縣,花蓮市,國慶里,40,73.1,90.3,42.0,5.6,國慶里常民生活與社區商業,42,7,30,2519889745,251989.0,59997374,736191.2
2005,花蓮縣,花蓮市,國治里,48,68.0,91.0,42.8,6.8,國治里常民生活與社區商業,49,3,23,66439400,6643.9,1355906,479015.2
2005,花蓮縣,花蓮市,國盛里,67,114.5,92.6,44.7,9.6,國盛里常民生活與社區商業,78,6,45,268117000,26811.7,3437397,880349.4
2005,花蓮縣,花蓮市,國福里,13,20.0,88.1,39.3,5.6,國福里常民生活與社區商業,14,1,7,13002000,1300.2,928714,141740.2
2005,花蓮縣,花蓮市,國聯里,129,234.5,97.8,50.9,8.8,國聯里常民生活與社區商業,154,7,96,1620066840,162006.7,10519914,1914805.3
2005,花蓮縣,花蓮市,國興里,51,68.6,91.2,43.1,6.0,國興里常民生活與社區商業,51,6,22,196854000,19685.4,3859882,484548.3
2005,花蓮縣,花蓮市,國華里,38,58.1,90.2,41.8,5.6,國華里常民生活與社區商業,39,5,21,45639000,4563.9,1170230,414351.1
2005,花蓮縣,花蓮市,國裕里,103,180.2,95.6,48.3,6.8,國裕里常民生活與社區商業,118,10,72,1058363410,105836.3,8969181,1433069.1
2005,花蓮縣,花蓮市,國防里,16,30.7,88.3,39.6,5.2,國防里常民生活與社區商業,19,2,13,21562000,2156.2,1134842,236425.0
2005,花蓮縣,花蓮市,國風里,71,115.7,92.9,45.1,6.4,國風里常民生活與社區商業,75,5,44,166916000,16691.6,2225546,848353.3
2005,花蓮縣,花蓮市,國魂里,52,85.9,91.3,43.2,6.4,國魂里常民生活與社區商業,54,3,33,825774300,82577.4,15292116,683761.9
2005,花蓮縣,花蓮市,民主里,32,130.9,95.0,52.0,5.0,民主里常民生活與社區商業,35,1,3,106749000,10674.9,3049971,179039.9
2005,花蓮縣,花蓮市,民享里,35,57.5,89.9,41.5,6.8,民享里常民生活與社區商業,35,3,22,161044000,16104.4,4601257,420883.5
2005,花蓮縣,花蓮市,民勤里,48,72.6,91.0,42.8,6.0,民勤里常民生活與社區商業,51,6,26,147497400,14749.7,2892105,530599.8
2005,花蓮縣,花蓮市,民孝里,52,90.5,91.3,43.2,5.6,民孝里常民生活與社區商業,91,16,36,315012000,31501.2,3461670,821001.0
2005,花蓮縣,花蓮市,民德里,24,34.8,89.0,40.4,6.0,民德里常民生活與社區商業,24,2,12,26895000,2689.5,1120625,243351.6
2005,花蓮縣,花蓮市,民心里,118,263.2,96.8,49.8,5.6,民心里常民生活與社區商業,127,9,120,2227177500,222717.8,17536830,2160774.2
2005,花蓮縣,花蓮市,民意里,24,36.3,89.0,40.4,5.2,民意里常民生活與社區商業,24,2,13,247437000,24743.7,10309875,273495.0
2005,花蓮縣,花蓮市,民政里,44,69.8,90.7,42.4,5.2,民政里常民生活與社區商業,46,1,26,158236848,15823.7,3439931,512458.9
2005,花蓮縣,花蓮市,民族里,45,55.0,50.0,23.0,12.0,尚未開放（原舊鐵路工務段/空地，夜市在南濱與自強）,48,2,17,299822000,29982.2,6246291,418885.8
2005,花蓮縣,花蓮市,民有里,5,20.0,87.4,38.5,5.2,民有里常民生活與社區商業,5,0,1,159000,15.9,31800,31512.7
2005,花蓮縣,花蓮市,民樂里,4,20.0,87.3,38.4,5.2,民樂里常民生活與社區商業,4,0,1,20133000,2013.3,5033250,29310.6
2005,花蓮縣,花蓮市,民權里,7,20.0,87.6,38.7,5.2,民權里常民生活與社區商業,7,0,3,2211000,221.1,315857,64276.9
2005,花蓮縣,花蓮市,民治里,0,20.0,87.0,38.0,5.2,民治里常民生活與社區商業,0,0,0,0,0.0,0,0.0
2005,花蓮縣,花蓮市,民生里,116,351.2,95.0,52.0,5.0,民生里常民生活與社區商業,123,3,41,93227000,9322.7,757943,987358.2
2005,花蓮縣,花蓮市,民立里,23,46.2,88.9,40.3,5.6,民立里常民生活與社區商業,26,1,20,106268000,10626.8,4087230,357301.4
2005,花蓮縣,花蓮市,民運里,70,93.9,92.8,45.0,6.4,民運里常民生活與社區商業,74,4,30,336479000,33647.9,4547013,683118.3
2006,花蓮縣,花蓮市,主信里,40,53.4,91.5,42.8,5.7,主信里常民生活與社區商業,41,2,16,91093000,9109.3,2221780,363087.4
2006,花蓮縣,花蓮市,主力里,112,1129.9,136.0,142.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,116,8,73,263758000,26375.8,2273775,1374400.6
2006,花蓮縣,花蓮市,主勤里,49,78.5,92.3,43.7,6.1,主勤里常民生活與社區商業,51,3,28,73415000,7341.5,1439509,549673.2
2006,花蓮縣,花蓮市,主和里,64,96.9,93.5,45.2,5.7,主和里常民生活與社區商業,67,5,33,135809000,13580.9,2027000,677964.7
2006,花蓮縣,花蓮市,主商里,51,577.2,136.0,142.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,52,2,29,1044954000,104495.4,20095269,643696.3
2006,花蓮縣,花蓮市,主學里,49,75.4,92.3,43.7,8.5,主學里常民生活與社區商業,50,2,26,140431000,14043.1,2808620,526234.5
2006,花蓮縣,花蓮市,主安里,48,77.8,92.2,43.6,7.3,主安里常民生活與社區商業,54,2,28,253611000,25361.1,4696500,575488.9
2006,花蓮縣,花蓮市,主工里,40,492.4,136.0,142.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,42,2,23,173548000,17354.8,4132095,460983.8
2006,花蓮縣,花蓮市,主權里,107,172.7,97.1,49.5,8.1,主權里常民生活與社區商業,111,3,62,273248000,27324.8,2461693,1218659.8
2006,花蓮縣,花蓮市,主睦里,47,66.2,92.1,43.5,6.1,主睦里常民生活與社區商業,50,1,21,124251000,12425.1,2485020,462440.1
2006,花蓮縣,花蓮市,主義里,15,20.0,89.5,40.3,5.3,主義里常民生活與社區商業,16,1,5,5335000,533.5,333437,123726.8
2006,花蓮縣,花蓮市,主計里,30,41.6,90.7,41.8,5.7,主計里常民生活與社區商業,33,2,13,150501000,15050.1,4560636,299940.1
2006,花蓮縣,花蓮市,主農里,66,96.8,93.7,45.4,6.1,主農里常民生活與社區商業,66,6,32,131851000,13185.1,1997742,661348.1
2006,花蓮縣,花蓮市,國光里,46,65.4,92.0,43.4,5.7,國光里常民生活與社區商業,46,2,21,44560000,4456.0,968695,440864.8
2006,花蓮縣,花蓮市,國威里,73,731.5,136.0,142.5,3.2,三中商圈黃金鼎盛期，大禹街服飾與名產匯聚，夜間燈火通明,77,3,39,470385000,47038.5,6108896,817730.8
2006,花蓮縣,花蓮市,國安里,46,74.8,92.0,43.4,6.1,國安里常民生活與社區商業,51,4,27,185882000,18588.2,3644745,546170.6
2006,花蓮縣,花蓮市,國富里,152,229.7,100.9,54.0,6.5,國富里常民生活與社區商業,158,15,78,227961900,22796.2,1442796,1593637.0
2006,花蓮縣,花蓮市,國強里,28,55.7,90.5,41.6,6.1,國強里常民生活與社區商業,30,3,23,154415000,15441.5,5147166,413853.2
2006,花蓮縣,花蓮市,國慶里,43,77.3,91.8,43.1,5.7,國慶里常民生活與社區商業,45,3,30,2520004745,252000.5,56000105,747600.4
2006,花蓮縣,花蓮市,國治里,51,73.7,92.5,43.9,6.9,國治里常民生活與社區商業,52,3,24,66495400,6649.5,1278757,502919.6
2006,花蓮縣,花蓮市,國盛里,75,131.2,94.5,46.3,9.7,國盛里常民生活與社區商業,86,8,50,298817000,29881.7,3474616,975705.4
2006,花蓮縣,花蓮市,國福里,13,20.2,89.3,40.1,5.7,國福里常民生活與社區商業,14,0,7,13002000,1300.2,928714,141740.2
2006,花蓮縣,花蓮市,國聯里,141,262.2,100.0,52.9,8.9,國聯里常民生活與社區商業,167,13,104,1809116840,180911.7,10833034,2079329.3
2006,花蓮縣,花蓮市,國興里,53,73.5,92.6,44.1,6.1,國興里常民生活與社區商業,54,3,23,198964000,19896.4,3684518,508617.1
2006,花蓮縣,花蓮市,國華里,42,64.2,91.7,43.0,5.7,國華里常民生活與社區商業,43,4,22,48902000,4890.2,1137255,442312.2
2006,花蓮縣,花蓮市,國裕里,115,209.5,97.8,50.3,6.9,國裕里常民生活與社區商業,130,12,82,1121676410,112167.6,8628280,1608734.1
2006,花蓮縣,花蓮市,國防里,19,33.8,89.8,40.7,5.3,國防里常民生活與社區商業,22,3,13,21578000,2157.8,980818,247826.2
2006,花蓮縣,花蓮市,國風里,79,135.6,94.8,46.7,6.5,國風里常民生活與社區商業,83,8,51,191906000,19190.6,2312120,968252.5
2006,花蓮縣,花蓮市,國魂里,56,94.3,92.9,44.4,6.5,國魂里常民生活與社區商業,58,4,35,825982300,82598.2,14241074,723978.6
2006,花蓮縣,花蓮市,民主里,35,148.6,96.5,53.2,5.0,民主里常民生活與社區商業,38,3,5,116832000,11683.2,3074526,216246.6
2006,花蓮縣,花蓮市,民享里,39,65.1,91.5,42.7,6.9,民享里常民生活與社區商業,39,4,24,162114000,16211.4,4156769,461169.1
2006,花蓮縣,花蓮市,民勤里,53,82.9,92.6,44.1,6.1,民勤里常民生活與社區商業,56,5,29,154089000,15408.9,2751589,587627.1
2006,花蓮縣,花蓮市,民孝里,54,99.1,92.7,44.2,5.7,民孝里常民生活與社區商業,95,4,39,600316500,60031.6,6319121,896525.3
2006,花蓮縣,花蓮市,民德里,30,44.7,90.7,41.8,6.1,民德里常民生活與社區商業,30,6,15,98440000,9844.0,3281333,309375.2
2006,花蓮縣,花蓮市,民心里,121,277.5,98.3,50.9,5.7,民心里常民生活與社區商業,130,3,123,2260167500,226016.8,17385903,2212313.4
2006,花蓮縣,花蓮市,民意里,27,41.0,90.5,41.5,5.3,民意里常民生活與社區商業,27,3,14,248493000,24849.3,9203444,297479.4
2006,花蓮縣,花蓮市,民政里,48,76.2,92.2,43.6,5.3,民政里常民生活與社區商業,50,4,27,158625848,15862.6,3172516,540190.1
2006,花蓮縣,花蓮市,民族里,47,57.0,51.0,23.8,12.0,尚未開放（原舊鐵路工務段/空地，夜市在南濱與自強）,50,2,18,299842000,29984.2,5996840,438987.4
2006,花蓮縣,花蓮市,民有里,5,20.0,88.6,39.3,5.3,民有里常民生活與社區商業,5,0,1,159000,15.9,31800,31512.7
2006,花蓮縣,花蓮市,民樂里,6,20.0,88.7,39.4,5.3,民樂里常民生活與社區商業,6,2,2,20146000,2014.6,3357666,49411.7
2006,花蓮縣,花蓮市,民權里,9,20.0,89.0,39.7,5.3,民權里常民生活與社區商業,9,2,4,4664000,466.4,518222,84573.1
2006,花蓮縣,花蓮市,民治里,0,20.0,88.2,38.8,5.3,民治里常民生活與社區商業,0,0,0,0,0.0,0,0.0
2006,花蓮縣,花蓮市,民生里,127,391.0,96.5,53.2,5.0,民生里常民生活與社區商業,135,12,47,95031000,9503.1,703933,1108102.5
